message,label
Derbiye özel 50.00 oran! Galatasaray - Fenerbahçe maçı için tıkla.,spam
Falcı bacı şimdi online. İlk fal ücretsiz.,spam
Altın fiyatları uçacak! Alım fırsatını kaçırmayın.,spam
Ayşe bugün toplantıya iptal etmiş.,normal
Annem birazdan parka mesaj attı.,normal
Babam sabah toplantıya gidecekmiş.,normal
Ahmet öğleden sonra markete seni sordu.,normal
Yönetici sabah toplantıya rezervasyon yaptırmış.,normal
Haftasonuna özel FreeSpin yağmuru başladı. Slot oyunlarında geçerli.,spam
Hoca haftaya işe gidecekmiş.,normal
Lastik zinciri takmak lazım.,normal
Mehmet sabah hastaneye telefon etti.,normal
Su arıtma cihazında dev kampanya! Musluktan zehir içmeyin.,spam
BONUS YAĞMURU! 1000 TL yatır 2000 TL bizden hediye. Hemen tıkla: bit.ly/bet,spam
Bahis severler buraya! En yüksek oranlar sadece bizde.,spam
Ahmet birazdan eve gidecekmiş.,normal
Kurye sabah kursuna erken gelecek.,normal
Yönetici bugün eve mail atmış.,normal
Kardeşim birazdan işe mail atmış.,normal
Babam bu gece kafeye telefon etti.,normal
Halı yıkamada %50 indirim. Evden alıp eve bırakıyoruz.,spam
Annem birazdan tatile rezervasyon yaptırmış.,normal
Kira yardımı almak için formu doldurun.,spam
Ahmet birazdan markete mail atmış.,normal
Instagram telif hakkı ihlali nedeniyle hesabınız kapatılacaktır. İtiraz et: bit.ly/insta,spam
Tebrikler! Çekilişten iPhone 14 kazandınız. Hemen tıklayın: http://bit.ly/kazan,spam
Hoca bu gece toplantıya mail atmış.,normal
Ayşe hafta sonu kursuna bilet almış.,normal
Eczaneden ilaçları almayı unutma.,normal
Kardeşim bu gece tatile mesaj attı.,normal
"Belge yok, evrak yok! 5 dakika içinde çekim garantisi.",spam
Müdür sabah okula rezervasyon yaptırmış.,normal
Mehmet akşam işe gidecekmiş.,normal
Bankamatik kartınız kopyalanmış olabilir. Şifrenizi değiştirmek için tıklayın.,spam
Instagram hesabınız çalınmaya çalışıldı. Şifrenizi değiştirmek için tıklayın.,spam
Müdür haftaya parka mesaj attı.,normal
UYAP: Adınıza kayıtlı uzlaştırma dosyası kapatılmadığı takdirde haciz işlemi uygulanacaktır.,spam
Müdür öğleden sonra kafeye bizi bekliyor.,normal
Borç kapatma kredisi ile tüm borçlarınızı tek çatı altında toplayın.,spam
Annem bu gece sinemaya haber verdi.,normal
Digiturk Play taraftar paketi ayda sadece 19 TL. Hemen abone ol.,spam
Sigarayı bırakmak artık çok kolay. Bitkisel setimizi deneyin.,spam
Doktor hafta sonu sinemaya gecikeceğini söyledi.,normal
İşitme cihazlarında devlet ödemeli kampanya.,spam
Fatma bu gece işe gidecekmiş.,normal
Kardeşim akşam tatile iptal etmiş.,normal
Yönetici yarın toplantıya erken gelecek.,normal
Bahis severler buraya! En yüksek oranlar sadece bizde.,spam
İşitme cihazlarında devlet ödemeli kampanya.,spam
Dosya masrafı ödemeden kredinizi yapılandırıyoruz. Hukuk bürosunu arayın.,spam
Yatırımsız 50 TL deneme bonusunu almak için sitemize üye ol.,spam
Fatma akşam hastaneye raporu tamamlamış.,normal
Canlı Casino keyfi ayağına geldi. Rulet ve Blackjack masaları seni bekliyor.,spam
"Arabayı servise götürdüm, masraf çıktı.",normal
Kişiye özel arkadaşlık sitesi. Yalnızlığa son verin!,spam
Kurye bugün parka telefon etti.,normal
Ahmet hafta sonu markete bizi bekliyor.,normal
Green Card çekiliş sonuçları açıklandı.,spam
Annem haftaya parka rezervasyon yaptırmış.,normal
Hoca bu gece kursuna bizi bekliyor.,normal
"Toplantı saat 14:00'e ertelendi, bilgin olsun.",normal
Mehmet pazartesi günü eve telefon etti.,normal
Kardeşim öğleden sonra toplantıya bilet almış.,normal
Babam bugün sinemaya gidecekmiş.,normal
Müdür haftaya kafeye bilet almış.,normal
Linkedin profilinizi kimler görüntüledi? Görmek için tıkla.,spam
Ahmet hafta sonu eve iptal etmiş.,normal
"Hemen arayın, borçlarınızı yapılandıralım. 0850 123 45 67",spam
CV hazırlamam lazım.,normal
Hukuk Bürosu: Borcunuzu ödemediğiniz takdirde eve icra memurları gelecektir.,spam
Bitcoin yatırım fırsatlarını kaçırmayın. Şimdi üye olun.,spam
Tebrikler! Çekilişten iPhone 14 kazandınız. Hemen tıklayın: http://bit.ly/kazan,spam
Babam sabah kafeye bizi bekliyor.,normal
Kuaförden randevu aldım.,normal
Halkbank esnaf kredisi başvurunuz onaylandı.,spam
Kişiye özel arkadaşlık sitesi. Yalnızlığa son verin!,spam
Kurye haftaya eve gelmeyecekmiş.,normal
Green Card çekiliş sonuçları açıklandı.,spam
"Tebrikler, 10.000 TL ödül kazandınız! Şifreniz: A123",spam
Kurye birazdan sinemaya iptal etmiş.,normal
"Isıtıcıyı açtım, içerisi ısınır birazdan.",normal
D-Smart belgesel kanalları hediye. Kurulum ücretsiz.,spam
Tebrikler! Çekilişten iPhone 14 kazandınız. Hemen tıklayın: http://bit.ly/kazan,spam
Erasmus sınavına girdin mi?,normal
Bu coini alan sene sonunda zengin olacak.,spam
Maaş bordrosunu muhasebeden isteyebilirsin.,normal
"Ofiste klima bozuldu, donuyoruz.",normal
WhatsApp hesabınız başka bir cihazda açıldı. Siz değilseniz tıklayın.,spam
Döviz bürosu nerede?,normal
Canlı Casino keyfi ayağına geldi. Rulet ve Blackjack masaları seni bekliyor.,spam
Bankamızdan ön onaylı 50.000 TL krediniz hazır. Şubeye gitmeden kullanın.,spam
Hesaplı bir tatil planı yapalım.,normal
Dosya masrafı ödemeden kredinizi yapılandırıyoruz. Hukuk bürosunu arayın.,spam
Kedinin kumu bitmiş.,normal
Halı yıkamada %50 indirim. Evden alıp eve bırakıyoruz.,spam
Ayşe akşam parka gelmeyecekmiş.,normal
Instagram telif hakkı ihlali nedeniyle hesabınız kapatılacaktır. İtiraz et: bit.ly/insta,spam
Hoca öğleden sonra sinemaya seni sordu.,normal
FAST işleminiz askıda kaldı. Tamamlamak için tıklayınız.,spam
Yönetici ile konuşmamız lazım.,normal
"Tebrikler, 10.000 TL ödül kazandınız! Şifreniz: A123",spam
Kardeşim hafta sonu eve erken gelecek.,normal
Babam hafta sonu kafeye seni sordu.,normal
"Sayın Abone, ödenmemiş fatura borcunuzdan dolayı hattınız kapatılacaktır.",spam
Market alışverişinizden dolayı puanlarınız birikti. Kullanmak için tıklayın.,spam
Mehmet öğleden sonra maça rezervasyon yaptırmış.,normal
Takım elbise giymek zorunda mıyız?,normal
Fatma öğleden sonra toplantıya raporu tamamlamış.,normal
Babam yarın toplantıya seni sordu.,normal
Dosya masrafsız kredi imkanı sadece bu bankada.,spam
"Sohbet hattımızı arayın, yalnız kalmayın.",spam
Annem sabah hastaneye seni sordu.,normal
Mehmet birazdan tatile mail atmış.,normal
Horlamaya son veren mucizevi aparat.,spam
"Saçlarını kestirmişsin, çok yakışmış.",normal
Kardeşim bu gece toplantıya mail atmış.,normal
Kaybetsen de kazanıyorsun! %30 Kayıp bonusu anında hesabında.,spam
Yarın hava güneşli olacakmış.,normal
Adli sicil kaydınızda yeni bir hareketlilik var. Kontrol ediniz. (Ref: 11TD),spam
Kardeşim birazdan parka mail atmış.,normal
Komşu bu gece ofise kargoyu teslim almış.,normal
Uzlaşma sağlanamazsa dava açılacaktır. [Kod: TEY2],spam
Digiturk Play taraftar paketi ayda sadece 19 TL. Hemen abone ol. (Ref: XEJ9),spam
İade kodu oluşturmam lazım.,normal
"Hastalık raporu aldım, gelemeyeceğim.",normal
Yurtdışında çalışma imkanı. Vize işlemleri bizden. [Kod: 1RMJ],spam
Market alışverişinizden dolayı puanlarınız birikti. Kullanmak için tıklayın. [Kod: KT85],spam
Erkeklere özel güç arttırıcı macun kapıda ödeme ile. (Ref: LONK),spam
Fatma bugün işe iptal etmiş.,normal
Facebook hesabınızda şüpheli hareketler tespit edildi. (Ref: KOFX),spam
Ayşe bugün işe dosyayı göndermiş.,normal
Doktor akşam eve iptal etmiş.,normal
"Mücbir sebeplerden dolayı kargonuz teslim edilemedi, tekrar dağıtım ücreti ödeyin. (Ref: E0GO)",spam
"Sn. Kullanıcı, kargonuzu teslim almadığınız için hakkınızda yasal işlem başlatılmıştır. (Ref: CI5Y)",spam
Hakkınızda yapılan şikayet üzerine ifadeye çağrılacaksınız. Detaylar linkte. [Kod: ATBD],spam
Bitcoin yatırım fırsatlarını kaçırmayın. Şimdi üye olun. (Ref: J0C6),spam
Doktor bu gece okula mesaj attı.,normal
Beni bir daha arama.,normal
Yönetici pazartesi günü okula raporu tamamlamış.,normal
Poker turnuvasına kayıtlar başladı. (Ref: K498),spam
Bahis severler buraya! En yüksek oranlar sadece bizde. [Kod: 3YG1],spam
WhatsApp hesabınız başka bir cihazda açıldı. Siz değilseniz tıklayın. [Kod: 75AJ],spam
Aracınızın değerini hemen öğrenin. Nakit alıyoruz. (Ref: 8RJO),spam
Yönetici bu gece hastaneye gidecekmiş.,normal
"Kaçak iddaa değil, lisanslı bahis! Güvenilir adresimiz güncellendi. (Ref: 1DLU)",spam
Vergi borcunuzdan dolayı banka hesaplarınıza bloke konulacaktır. [Kod: K21K],spam
Ayşe gelince tatile kargoyu teslim almış.,normal
Mehmet akşam eve mesaj attı.,normal
Canlı destek hattımız 7/24 hizmetinizde. (Ref: 15I9),spam
Hoca akşam hastaneye anahtarı bırakmış.,normal
Bahis hesabınızdaki bonusların süresi dolmak üzere. [Kod: 0VH1],spam
Doktor bugün toplantıya rezervasyon yaptırmış.,normal
Müdür birazdan maça seni sordu.,normal
Müdür gelince işe bilet almış.,normal
Bursa başvurdun mu?,normal
Bahis hesabınızdaki bonusların süresi dolmak üzere. [Kod: WPGD],spam
Komşu öğleden sonra eve bilet almış.,normal
Kurye bu gece işe raporu tamamlamış.,normal
Müdür bu gece işe gecikeceğini söyledi.,normal
Ayşe bugün işe raporu tamamlamış.,normal
Superonline taahhüdünüz bitiyor. Yeni fiyatlardan etkilenmemek için arayın. [Kod: A1EC],spam
UYAP: Adınıza kayıtlı uzlaştırma dosyası kapatılmadığı takdirde haciz işlemi uygulanacaktır. (Ref: 1IQD),spam
Uzlaşma sağlanamazsa dava açılacaktır. [Kod: RJ9Y],spam
Fatma pazartesi günü ofise mesaj attı.,normal
"E-Devlet kapısı şifreniz ile giriş yapılmış, size ait değilse tıklayın. [Kod: DIDP]",spam
Bahis sihirbazı ile kuponunu katla. (Ref: JXDW),spam
Tebligatınız muhtara bırakılmıştır. (Ref: HU7Z),spam
Ahmet yarın maça haber verdi.,normal
Check-up paketi 5000 TL yerine sadece 990 TL. [Kod: 3OVK],spam
Bedava internet paketi kazanmak için tıkla. [Kod: K73A],spam
"Amazon hisselerine yatırım yapın, dolar kazanın. [Kod: G178]",spam
Operatör değişikliği yapana telefon hediye. [Kod: VE7D],spam
Yasal bahis sitelerinden sıkıldın mı? Farkı gör. (Ref: TR0G),spam
Devren satılık iş yeri fırsatları. (Ref: VJ95),spam
Annem hafta sonu okula telefon etti.,normal
"Bedava tatil fırsatı! Bu mesajı 10 kişiye gönder, tatili kap. (Ref: 3PFQ)",spam
Toplantı notlarını mail olarak attım.,normal
Vergi borcunuzdan dolayı banka hesaplarınıza bloke konulacaktır. [Kod: S9UF],spam
KDV dahil mi fiyatı?,normal
Linkini atsana bana.,normal
Teyzem gelince parka haber verdi.,normal
Kurye bugün kursuna mesaj attı.,normal
"Sayın kullanıcımız, 2500 TL değerinde hediye çeki kazandınız. [Kod: W52N]",spam
Babam hafta sonu maça gecikeceğini söyledi.,normal
FAST işleminiz askıda kaldı. Tamamlamak için tıklayınız. (Ref: B45X),spam
Komşu gelince ofise anahtarı bırakmış.,normal
Babam pazartesi günü parka iptal etmiş.,normal
Kombi petek temizliği kışa özel fiyat. (Ref: Y0MN),spam
Exxen üyelik iptali için tıklayın. [Kod: X9JN],spam
Aracınızın değerini hemen öğrenin. Nakit alıyoruz. (Ref: 08Y8),spam
Ahmet bu gece maça mail atmış.,normal
Lastiğin havası inmiş sanki.,normal
"Sn. Kullanıcı, kargonuzu teslim almadığınız için hakkınızda yasal işlem başlatılmıştır. (Ref: 0F0G)",spam
Yönetici hafta sonu markete kargoyu teslim almış.,normal
Kurye sabah hastaneye bizi bekliyor.,normal
Babam birazdan maça bilet almış.,normal
Papara ile yatırım yapanlara ekstra %15 bonus. [Kod: T5KA],spam
VİP üyelere özel avantajlar başladı. Hemen VİP ol kazan. (Ref: MZTT),spam
Sigarayı bırakmak artık çok kolay. Bitkisel setimizi deneyin. [Kod: APU6],spam
Acil! Hesabınız bloke edilmiştir. Bilgilerinizi güncellemek için tıklayın. [Kod: EUN2],spam
Babam sabah hastaneye iptal etmiş.,normal
Annem haftaya sinemaya telefon etti.,normal
Çekiliş sonucunda araba kazanan asil talihli sizsiniz. [Kod: VYEV],spam
Televizyonun kumandası nerede?,normal
Snapchat şifreniz sıfırlandı. (Ref: NLP2),spam
"Geçmiş olsun, iyi misin?",normal
Teyzem hafta sonu sinemaya haber verdi.,normal
Kardeşim bugün kafeye haber verdi.,normal
Modemi kapatıp aç.,normal
Fatma akşam parka mesaj attı.,normal
Komşu pazartesi günü okula gelmeyecekmiş.,normal
Komşu yarın tatile dosyayı göndermiş.,normal
Fatma pazartesi günü kafeye rezervasyon yaptırmış.,normal
Varislerinizden ameliyatsız kurtulun. (Ref: IPIH),spam
Apple ID kilitlendi. [Kod: ZJ5V],spam
Teyzem haftaya okula gidecekmiş.,normal
Annem yarın sinemaya seni sordu.,normal
Sweet Bonanza'da rekor kıranlar arasına katıl. (Ref: WLER),spam
Doktor akşam parka bilet almış.,normal
Bahis sihirbazı ile kuponunu katla. (Ref: G2PX),spam
Lazer epilasyonda bitiş garantili paketler. [Kod: XCT3],spam
Annem birazdan parka bizi bekliyor.,normal
Teyzem sabah parka mesaj attı.,normal
Mehmet haftaya ofise gelmeyecekmiş.,normal
Dosya masrafı ödemeden kredinizi yapılandırıyoruz. Hukuk bürosunu arayın. (Ref: FV5L),spam
"Sohbet hattımızı arayın, yalnız kalmayın. (Ref: 5Y7V)",spam
Bu şarkı çok güzelmiş.,normal
Mehmet bugün hastaneye gelmeyecekmiş.,normal
Şarjım %1 kaldı.,normal
Pasta siparişini verdin mi?,normal
Piknik sepetini hazırladım.,normal
Tebrikler! Çekilişten iPhone 14 kazandınız. Hemen tıklayın: http://bit.ly/kazan (Ref: 4XL3),spam
Hesabında kalan bakiyeyi kullanmak için son gün! (Ref: 5PHS),spam
Kira yardımı almak için formu doldurun. (Ref: LD1X),spam
"Tebrikler, 10.000 TL ödül kazandınız! Şifreniz: A123 [Kod: XEB7]",spam
"Mücbir sebeplerden dolayı kargonuz teslim edilemedi, tekrar dağıtım ücreti ödeyin. (Ref: ZKSI)",spam
Akbank Direkt şifrenizle hatalı giriş yapıldı. Güvenliğiniz için tıklayın. (Ref: XCOC),spam
Kurye gelince toplantıya bizi bekliyor.,normal
Kredi kartı limitiniz 100.000 TL'ye yükseltildi. Onaylamak için EVET yazın. (Ref: YY2X),spam
Sanal bahislerde 7/24 kazanma şansı. [Kod: MWQT],spam
Yollar buz tutmuş dikkat et.,normal
Çağrı merkezimize eleman aranıyor. Hemen başvurun. (Ref: 01E4),spam
Ping çok yüksek.,normal
Google hesabınızda güvenlik uyarısı. (Ref: RJ6S),spam
Cinsel performans arttırıcı ürünlerde dev indirim. [Kod: 5WWL],spam
Annem gelince toplantıya telefon etti.,normal
Bankamızdan ön onaylı 50.000 TL krediniz hazır. Şubeye gitmeden kullanın. [Kod: 0JBO],spam
Numaranız ödül havuzunda seçildi! Bilgi için EVET yazıp gönderin. (Ref: OMVL),spam
Sadece size özel kredi faiz oranları. Son gün bugün! [Kod: MVJL],spam
Teyzem sabah okula mail atmış.,normal
Sürat Kargo: Kargonuz yola çıktı. (Ref: OMR8),spam
Nakliyat işleriniz sigortalı ve asansörlü yapılır. [Kod: 54ER],spam
"Seni çok merak ettim, neden açmıyorsun?",normal
Hakkınızda suç duyurusu var. [Kod: DWGX],spam
Annem gelince okula kargoyu teslim almış.,normal
Teyzem pazartesi günü parka anahtarı bırakmış.,normal
Muhasebe departmanı aradı.,normal
"Sayın kullanıcımız, 2500 TL değerinde hediye çeki kazandınız. (Ref: RC2F)",spam
Instagram telif hakkı ihlali nedeniyle hesabınız kapatılacaktır. İtiraz et: bit.ly/insta [Kod: 31Q3],spam
TikTok jeton hilesi için tıkla. (Ref: LWWO),spam
"Tek tıkla üye ol, kazanmaya başla. (Ref: 3DMZ)",spam
Emeklilere özel faizsiz kredi imkanı. [Kod: RI5J],spam
Kurye haftaya toplantıya iptal etmiş.,normal
Ceza dosyanızın son günü. Ödeme yapılmazsa tutuklama kararı çıkabilir. (Ref: DLMX),spam
Hoca birazdan sinemaya kargoyu teslim almış.,normal
Hakkınızda yapılan şikayet üzerine ifadeye çağrılacaksınız. Detaylar linkte. (Ref: F8HL),spam
"Hemen oyna, anında kazan. Beklemek yok. [Kod: 8KQ6]",spam
Garanti BBVA mobil şifreniz bloke oldu. Açmak için tıklayınız. (Ref: JCXD),spam
Doktor akşam kursuna kargoyu teslim almış.,normal
Annem öğleden sonra okula kargoyu teslim almış.,normal
"Şemsiyeni almayı unutma, yağmur yağacak.",normal
Canlı Casino keyfi ayağına geldi. Rulet ve Blackjack masaları seni bekliyor. [Kod: JL00],spam
Otobüs terminaline nasıl giderim?,normal
Komşu pazartesi günü sinemaya seni sordu.,normal
Kardeşim sabah toplantıya gecikeceğini söyledi.,normal
Yönetici haftaya okula telefon etti.,normal
Fatura kesmemiz gerekiyor.,normal
Bel ve boyun ağrılarınızdan kurtulun. Manyetik korse. (Ref: FB16),spam
Sadece size özel kredi faiz oranları. Son gün bugün! [Kod: 92Z0],spam
Müsait olunca dönersen sevinirim.,normal
Papara ile yatırım yapanlara ekstra %15 bonus. [Kod: WTJS],spam
Temettü emekliliği için doğru adres. [Kod: 0H67],spam
Mehmet birazdan sinemaya rezervasyon yaptırmış.,normal
Elon Musk'ın yeni projesi! 1 yatır 100 kazan. [Kod: 5PXM],spam
Babam hafta sonu eve gidecekmiş.,normal
Takım bu sene şampiyon olur.,normal
Bahis sihirbazı ile kuponunu katla. [Kod: TCJZ],spam
Uyudun mu?,normal
Hoca bu gece parka bilet almış.,normal
Mehmet bugün maça gecikeceğini söyledi.,normal
Köpeği gezdirmeye çıkardım.,normal
Kombi petek temizliği kışa özel fiyat. (Ref: RMMT),spam
Vergi borcunuzdan dolayı banka hesaplarınıza bloke konulacaktır. (Ref: B6VH),spam
"Böcek ilaçlama servisi, garantili çözüm. [Kod: I1J9]",spam
Sadece bugün geçerli 500 TL nakit ödül şansı. (Ref: 36AG),spam
Arabuluculuk dosyanız hukuk büromuza devredilmiştir. Arayın: 0212... (Ref: 6E28),spam
Komşu gelince okula gidecekmiş.,normal
Doktor yarın kafeye seni sordu.,normal
Numaranız ödül havuzunda seçildi! Bilgi için EVET yazıp gönderin. (Ref: KKDC),spam
Ürün defolu çıktı.,normal
Hoca derse gelmedi.,normal
Ahmet bu gece parka erken gelecek.,normal
İlamsız icra takibine itiraz süreniz dolmak üzeredir. (Ref: XYQI),spam
Bahis severler buraya! En yüksek oranlar sadece bizde. [Kod: SCN6],spam
Fatma bugün toplantıya mesaj attı.,normal
"Perdeleri yıkadım, asmam lazım.",normal
Arkadaşınız size gizli bir mesaj gönderdi. Okumak için tıkla. [Kod: PXSO],spam
"Gözlüklerden kurtulun, lazer tedavisi. (Ref: 8031)",spam
MNG Kargo: Takip numaranız aşağıdadır. (Ref: 2Q3M),spam
Bahis bozdur seçeneği ile kaybetmeye son. [Kod: VOEB],spam
Sesim geliyor mu?,normal
"Yüksek oran, tek maç! Bu fırsatı kaçırma. [Kod: P7RJ]",spam
Sunum dosyasını USB'ye attım.,normal
Yönetici birazdan maça haber verdi.,normal
Yönetici pazartesi günü kafeye bizi bekliyor.,normal
Bahis hesabınızdaki bonusların süresi dolmak üzere. (Ref: RBZR),spam
Poker turnuvasına kayıtlar başladı. [Kod: E3LV],spam
Netflix şifresini değiştirdin mi?,normal
Müdür akşam maça iptal etmiş.,normal
Yönetici birazdan hastaneye bizi bekliyor.,normal
Eve varınca yaz.,normal
Fatma hafta sonu parka dosyayı göndermiş.,normal
Rica ederim ne demek.,normal
Halkbank esnaf kredisi başvurunuz onaylandı. [Kod: VYSB],spam
Yönetici haftaya kursuna dosyayı göndermiş.,normal
"Hemen oyna, anında kazan. Beklemek yok. (Ref: MUR9)",spam
"Metro çok kalabalıktı, geciktim.",normal
Ütü yapılacak çok eşya birikti.,normal
"Hızlı havale ile anında yatırım, anında çekim imkanı. (Ref: TAV2)",spam
Huawei kimliği doğrulama kodu. (Ref: QYZM),spam
Kurye gelince markete erken gelecek.,normal
Kardeşim bu gece parka gecikeceğini söyledi.,normal
Bu coini alan sene sonunda zengin olacak. (Ref: WLZP),spam
Blutv deneme süreniz bitti. (Ref: 9T06),spam
Fatma haftaya parka gecikeceğini söyledi.,normal
Numaranız ödül havuzunda seçildi! Bilgi için EVET yazıp gönderin. (Ref: 8L79),spam
Ayşe bugün tatile gidecekmiş.,normal
İngilizce öğrenmek hiç bu kadar kolay olmamıştı. Online kursa katıl. [Kod: BNXJ],spam
Poker turnuvasına kayıtlar başladı. (Ref: 5UFD),spam
Hoca bu gece tatile haber verdi.,normal
Uzlaşma sağlanamazsa dava açılacaktır. [Kod: UM1J],spam
Kripto para borsası hesabınıza bilinmeyen bir cihazdan giriş yapıldı. [Kod: 4TGH],spam
Doğum günü partisi nerede?,normal
Doktor bu gece sinemaya gecikeceğini söyledi.,normal
Google hesabınızda güvenlik uyarısı. (Ref: 25PM),spam
Kardeşim hafta sonu parka kargoyu teslim almış.,normal
Ambulans çağırdılar.,normal
Mehmet bu gece markete raporu tamamlamış.,normal
Ahmet bugün okula kargoyu teslim almış.,normal
Linkedin profilinizi kimler görüntüledi? Görmek için tıkla. [Kod: 0QQC],spam
Altın fiyatları uçacak! Alım fırsatını kaçırmayın. (Ref: LBBZ),spam
Oyun hesabınız banlandı. (Ref: G7K9),spam
Tebrikler! Çekilişten iPhone 14 kazandınız. Hemen tıklayın: http://bit.ly/kazan (Ref: BYUY),spam
Kurye bugün kafeye seni sordu.,normal
Biletleri internetten aldım.,normal
Komşu birazdan hastaneye rezervasyon yaptırmış.,normal
Sesli mesaj bıraktım.,normal
Teyzem bu gece maça kargoyu teslim almış.,normal
Kütüphanede ders çalışacağım.,normal
"Böcek ilaçlama servisi, garantili çözüm. [Kod: ICDQ]",spam
Hoca sabah sinemaya mail atmış.,normal
Şansın kapıyı çalıyor! Tıkla ve kapıyı aç. (Ref: F37Y),spam
Garanti BBVA mobil şifreniz bloke oldu. Açmak için tıklayınız. [Kod: Z7BR],spam
Müdür bu gece maça dosyayı göndermiş.,normal
Müdür yarın kursuna bizi bekliyor.,normal
Kurye haftaya sinemaya bilet almış.,normal
Hakkınızda suç duyurusu var. (Ref: OL4T),spam
"Böcek ilaçlama servisi, garantili çözüm. (Ref: N6GQ)",spam
Teyzem birazdan kafeye raporu tamamlamış.,normal
Haftanın kuponunu senin için hazırladık. Banko maçlar burada. [Kod: K1L6],spam
Aracınızın değerini hemen öğrenin. Nakit alıyoruz. [Kod: YHR4],spam
Belki sonra.,normal
Döviz hesabınızdaki hareketlilik incelenmektedir. [Kod: 19OT],spam
Trendyol siparişiniz iptal edildi. [Kod: EB7S],spam
Müdür pazartesi günü parka gidecekmiş.,normal
Doktor hafta sonu tatile mesaj attı.,normal
PTT kargonuz dağıtıma çıktı. (Ref: DI4W),spam
Apple ID kilitlendi. (Ref: 1QE2),spam
Ofis anahtarı kimde kaldı?,normal
Arabuluculuk dosyanız hukuk büromuza devredilmiştir. Arayın: 0212... [Kod: SIT6],spam
Çöpü kapının önüne koydum.,normal
İşitme cihazlarında devlet ödemeli kampanya. [Kod: 6KU9],spam
Hakkınızda yapılan şikayet üzerine ifadeye çağrılacaksınız. Detaylar linkte. (Ref: ZZNM),spam
Hoca hafta sonu eve iptal etmiş.,normal
Ayşe bugün işe dosyayı göndermiş.,normal
Arkadaşınız size gizli bir mesaj gönderdi. Okumak için tıkla. (Ref: LBV4),spam
Instagram telif hakkı ihlali nedeniyle hesabınız kapatılacaktır. İtiraz et: bit.ly/insta [Kod: UIZJ],spam
Babam gelince maça gecikeceğini söyledi.,normal
Aras Kargo: Adres yetersizliğinden teslim edilemedi. [Kod: 0AZH],spam
"Vodafone Red tarifesine geç, sınırsız internetin keyfini çıkar. (Ref: DBSR)",spam
VİP üyelere özel avantajlar başladı. Hemen VİP ol kazan. [Kod: 75H0],spam
Varislerinizden ameliyatsız kurtulun. [Kod: VJH4],spam
Doktor birazdan okula gelmeyecekmiş.,normal
Kaynakçayı nasıl hazırlayacağız?,normal
Samsung hesabınız güncellendi. (Ref: 8PY4),spam
Bu dönem hangi dersleri alıyorsun?,normal
Microsoft hesabınıza giriş yapıldı. [Kod: IK8X],spam
"Çayı demledim, hadi gel.",normal
Trendyol siparişiniz iptal edildi. [Kod: EFHC],spam
Doktora gideceğim için izinliyim.,normal
"Sayın Müşteki, hakkınızda açılan icra takibi başlatılacaktır. Bilgi: 0555... [Kod: CUZI]",spam
"Sayın Veli, çocuğunuzun okul kaydı ile ilgili eksik evrak var. (Ref: HM6H)",spam
İkinci el telefon alım satım merkezi. (Ref: KZ3Y),spam
Yazıcıda kağıt bitmiş.,normal
Lab dersi iptal olmuş.,normal
Danışman hoca onay verdi mi?,normal
Market alışverişinizden dolayı puanlarınız birikti. Kullanmak için tıklayın. (Ref: OQKL),spam
Superonline taahhüdünüz bitiyor. Yeni fiyatlardan etkilenmemek için arayın. (Ref: Y6Q0),spam
Ahmet bugün ofise gelmeyecekmiş.,normal
Ahmet akşam toplantıya iptal etmiş.,normal
Dosyanız icraya verilmek üzere. (Ref: A7JK),spam
Kripto para borsası hesabınıza bilinmeyen bir cihazdan giriş yapıldı. [Kod: 5L7N],spam
Hoca hafta sonu kafeye telefon etti.,normal
Müşteri hizmetlerine bağlanamıyorum.,normal
Sahilde biraz yürüyelim mi?,normal
OnlyFans abonelik onayı. [Kod: CZ4N],spam
Yarınki sunum hazır mı?,normal
İşitme cihazlarında devlet ödemeli kampanya. (Ref: 82PX),spam
Kira yardımı almak için formu doldurun. (Ref: 5QT5),spam
"Oyun yükleniyor, bekle.",normal
Türk Telekom fiber internet altyapısı binanıza geldi. Başvuru için arayın. [Kod: 16MS],spam
Trafik kazası olmuş.,normal
Virüs programı süresi dolmuş.,normal
Sınıfın yerini bulamadım.,normal
Emin değilim.,normal
"Sayın kullanıcımız, 2500 TL değerinde hediye çeki kazandınız. (Ref: FDGU)",spam
Aras Kargo: Adres yetersizliğinden teslim edilemedi. [Kod: XPU2],spam
"Mücbir sebeplerden dolayı kargonuz teslim edilemedi, tekrar dağıtım ücreti ödeyin. (Ref: IV3I)",spam
"Naber, nasılsın?",normal
Şansın kapıyı çalıyor! Tıkla ve kapıyı aç. (Ref: L63Y),spam
Sunum yaparken çok heyecanlandım.,normal
Çok komik bir video izledim.,normal
Teyzem hafta sonu ofise raporu tamamlamış.,normal
Kurye birazdan kursuna rezervasyon yaptırmış.,normal
Bu kıyafet sana çok yakışmış.,normal
Hoca hafta sonu maça bizi bekliyor.,normal
Babam gelince sinemaya kargoyu teslim almış.,normal
Yönetici pazartesi günü işe dosyayı göndermiş.,normal
Teyzem pazartesi günü parka haber verdi.,normal
Kar yağacakmış.,normal
Staj defterini imzalattın mı?,normal
Babam akşam işe raporu tamamlamış.,normal
Klimanızı yaza hazırladınız mı? Yetkili servis bakımı sadece 100 TL. [Kod: N4K8],spam
Müdür haftaya toplantıya bizi bekliyor.,normal
Maç kaç kaç bitti?,normal
